fo250210_testNoCapa De-Embedded l1=5.0
Frequency GHz, DB[S11]
7.181,1.96935e-007
7.182,1.96473e-007
7.183,1.96008e-007
7.184,1.95542e-007
7.185,1.95074e-007
7.186,1.94603e-007
7.187,1.94131e-007
7.188,1.93657e-007
7.189,1.9318e-007
7.19,1.92702e-007
7.191,1.92222e-007
7.192,1.91739e-007
7.193,1.91255e-007
7.194,1.90769e-007
7.195,1.9028e-007
7.196,1.8979e-007
7.197,1.89297e-007
7.198,1.88803e-007
7.199,1.88306e-007
7.2,1.87808e-007
7.201,1.87307e-007
7.202,1.86805e-007
7.203,1.863e-007
7.204,1.85793e-007
7.205,1.85284e-007
7.206,1.84774e-007
7.207,1.84261e-007
7.208,1.83746e-007
7.209,1.83229e-007
7.21,1.8271e-007
7.211,1.82188e-007
7.212,1.81665e-007
7.213,1.8114e-007
7.214,1.80612e-007
7.215,1.80083e-007
7.216,1.79551e-007
7.217,1.79017e-007
7.218,1.78481e-007
7.219,1.77943e-007
7.22,1.77403e-007
7.221,1.76861e-007
7.222,1.76317e-007
7.223,1.7577e-007
7.224,1.75222e-007
7.225,1.74671e-007
7.226,1.74118e-007
7.227,1.73563e-007
7.228,1.73006e-007
7.229,1.72447e-007
7.23,1.71885e-007
7.231,1.71322e-007
7.232,1.70756e-007
7.233,1.70188e-007
7.234,1.69618e-007
7.235,1.69046e-007
7.236,1.68471e-007
7.237,1.67895e-007
7.238,1.67316e-007
7.239,1.66735e-007
7.24,1.66152e-007
7.241,1.65566e-007
7.242,1.64979e-007
7.243,1.64389e-007
7.244,1.63797e-007
7.245,1.63203e-007
7.246,1.62606e-007
7.247,1.62008e-007
7.248,1.61407e-007
7.249,1.60804e-007
7.25,1.60198e-007
7.251,1.59591e-007
7.252,1.58981e-007
7.253,1.58369e-007
7.254,1.57754e-007
7.255,1.57138e-007
7.256,1.56519e-007
7.257,1.55898e-007
7.258,1.55274e-007
7.259,1.54649e-007
7.26,1.54021e-007
7.261,1.5339e-007
7.262,1.52758e-007
7.263,1.52123e-007
7.264,1.51486e-007
7.265,1.50847e-007
7.266,1.50205e-007
7.267,1.49561e-007
7.268,1.48914e-007
7.269,1.48266e-007
7.27,1.47615e-007
7.271,1.46961e-007
7.272,1.46306e-007
7.273,1.45648e-007
7.274,1.44987e-007
7.275,1.44325e-007
7.276,1.4366e-007
7.277,1.42992e-007
7.278,1.42322e-007
7.279,1.4165e-007
7.28,1.40976e-007
7.281,1.40299e-007
7.282,1.39619e-007
7.283,1.38938e-007
7.284,1.38254e-007
7.285,1.37567e-007
7.286,1.36878e-007
7.287,1.36187e-007
7.288,1.35493e-007
7.289,1.34797e-007
7.29,1.34099e-007
7.291,1.33398e-007
7.292,1.32694e-007
7.293,1.31988e-007
7.294,1.3128e-007
7.295,1.30569e-007
7.296,1.29856e-007
7.297,1.29141e-007
7.298,1.28422e-007
7.299,1.27702e-007
7.3,1.26979e-007
7.301,1.26253e-007
7.302,1.25525e-007
7.303,1.24795e-007
7.304,1.24062e-007
7.305,1.23326e-007
7.306,1.22588e-007
7.307,1.21848e-007
7.308,1.21105e-007
7.309,1.20359e-007
7.31,1.19611e-007
7.311,1.18861e-007
7.312,1.18107e-007
7.313,1.17352e-007
7.314,1.16593e-007
7.315,1.15833e-007
7.316,1.15069e-007
7.317,1.14303e-007
7.318,1.13535e-007
7.319,1.12764e-007
7.32,1.1199e-007
7.321,1.11214e-007
7.322,1.10435e-007
7.323,1.09653e-007
7.324,1.08869e-007
7.325,1.08083e-007
7.326,1.07293e-007
7.327,1.06501e-007
7.328,1.05707e-007
7.329,1.0491e-007
7.33,1.0411e-007
7.331,1.03307e-007
7.332,1.02502e-007
7.333,1.01695e-007
7.334,1.00884e-007
7.335,1.00071e-007
7.336,9.92551e-008
7.337,9.84366e-008
7.338,9.76155e-008
7.339,9.67916e-008
7.34,9.5965e-008
7.341,9.51357e-008
7.342,9.43037e-008
7.343,9.3469e-008
7.344,9.26315e-008
7.345,9.17913e-008
7.346,9.09484e-008
7.347,9.01027e-008
7.348,8.92543e-008
7.349,8.84031e-008
7.35,8.75492e-008
7.351,8.66924e-008
7.352,8.58329e-008
7.353,8.49706e-008
7.354,8.41056e-008
7.355,8.32377e-008
7.356,8.2367e-008
7.357,8.14935e-008
7.358,8.06172e-008
7.359,7.9738e-008
7.36,7.8856e-008
7.361,7.79712e-008
7.362,7.70835e-008
7.363,7.6193e-008
7.364,7.52996e-008
7.365,7.44034e-008
7.366,7.35043e-008
7.367,7.26023e-008
7.368,7.16974e-008
7.369,7.07896e-008
7.37,6.98789e-008
7.371,6.89653e-008
7.372,6.80488e-008
7.373,6.71294e-008
7.374,6.6207e-008
7.375,6.52817e-008
7.376,6.43535e-008
7.377,6.34223e-008
7.378,6.24881e-008
7.379,6.1551e-008
7.38,6.06109e-008
7.381,5.96678e-008
7.382,5.87218e-008
7.383,5.77727e-008
7.384,5.68206e-008
7.385,5.58656e-008
7.386,5.49075e-008
7.387,5.39463e-008
7.388,5.29822e-008
7.389,5.2015e-008
7.39,5.10447e-008
7.391,5.00714e-008
7.392,4.9095e-008
7.393,4.81156e-008
7.394,4.71331e-008
7.395,4.61474e-008
7.396,4.51587e-008
7.397,4.41669e-008
7.398,4.31719e-008
7.399,4.21739e-008
7.4,4.11727e-008
7.401,4.01684e-008
7.402,3.91609e-008
7.403,3.81503e-008
7.404,3.71365e-008
7.405,3.61195e-008
7.406,3.50994e-008
7.407,3.40761e-008
7.408,3.30495e-008
7.409,3.20198e-008
7.41,3.09869e-008
7.411,2.99507e-008
7.412,2.89113e-008
7.413,2.78687e-008
7.414,2.68228e-008
7.415,2.57737e-008
7.416,2.47213e-008
7.417,2.36656e-008
7.418,2.26067e-008
7.419,2.15444e-008
7.42,2.04789e-008
7.421,1.941e-008
7.422,1.83379e-008
7.423,1.72624e-008
7.424,1.61835e-008
7.425,1.51013e-008
7.426,1.40158e-008
7.427,1.29269e-008
7.428,1.18346e-008
7.429,1.0739e-008
7.43,9.63992e-009
7.431,8.53747e-009
7.432,7.43161e-009
7.433,6.32233e-009
7.434,5.20962e-009
7.435,4.09347e-009
7.436,2.97387e-009
7.437,1.85082e-009
7.438,7.24285e-010
7.439,-4.05717e-010
7.44,-1.53921e-009
7.441,-2.6762e-009
7.442,-3.8167e-009
7.443,-4.96072e-009
7.444,-6.10826e-009
7.445,-7.25934e-009
7.446,-8.41397e-009
7.447,-9.57217e-009
7.448,-1.07339e-008
7.449,-1.18993e-008
7.45,-1.30682e-008
7.451,-1.42407e-008
7.452,-1.54169e-008
7.453,-1.65966e-008
7.454,-1.778e-008
7.455,-1.8967e-008
7.456,-2.01577e-008
7.457,-2.13521e-008
7.458,-2.25501e-008
7.459,-2.37518e-008
7.46,-2.49572e-008
7.461,-2.61663e-008
7.462,-2.73791e-008
7.463,-2.85957e-008
7.464,-2.9816e-008
7.465,-3.104e-008
7.466,-3.22678e-008
7.467,-3.34994e-008
7.468,-3.47348e-008
7.469,-3.59739e-008
7.47,-3.72169e-008
7.471,-3.84637e-008
7.472,-3.97143e-008
7.473,-4.09688e-008
7.474,-4.22271e-008
7.475,-4.34893e-008
7.476,-4.47553e-008
7.477,-4.60253e-008
7.478,-4.72991e-008
7.479,-4.85769e-008
7.48,-4.98586e-008
7.481,-5.11442e-008
7.482,-5.24338e-008
7.483,-5.37273e-008
7.484,-5.50249e-008
7.485,-5.63263e-008
7.486,-5.76319e-008
7.487,-5.89414e-008
7.488,-6.02549e-008
7.489,-6.15725e-008
7.49,-6.28941e-008
7.491,-6.42198e-008
7.492,-6.55495e-008
7.493,-6.68834e-008
7.494,-6.82213e-008
7.495,-6.95634e-008
7.496,-7.09096e-008
7.497,-7.22599e-008
7.498,-7.36144e-008
7.499,-7.49731e-008
7.5,-7.63359e-008
7.501,-7.77029e-008
7.502,-7.90742e-008
7.503,-8.04504e-008
7.504,-8.18293e-008
7.505,-8.32133e-008
7.506,-8.46015e-008
7.507,-8.5994e-008
7.508,-8.73907e-008
7.509,-8.87918e-008
7.51,-9.01972e-008
7.511,-9.16069e-008
7.512,-9.3021e-008
7.513,-9.44394e-008
7.514,-9.58622e-008
7.515,-9.72895e-008
7.516,-9.87211e-008
7.517,-1.00157e-007
7.518,-1.01598e-007
7.519,-1.03042e-007
7.52,-1.04492e-007
7.521,-1.05946e-007
7.522,-1.07404e-007
7.523,-1.08867e-007
7.524,-1.10334e-007
7.525,-1.11806e-007
7.526,-1.13283e-007
7.527,-1.14764e-007
7.528,-1.16249e-007
7.529,-1.1774e-007
7.53,-1.19234e-007
7.531,-1.20734e-007
7.532,-1.22238e-007
7.533,-1.23747e-007
7.534,-1.2526e-007
7.535,-1.26779e-007
7.536,-1.28302e-007
7.537,-1.29829e-007
7.538,-1.31362e-007
7.539,-1.32899e-007
7.54,-1.34441e-007
7.541,-1.35987e-007
7.542,-1.37539e-007
7.543,-1.39095e-007
7.544,-1.40657e-007
7.545,-1.42223e-007
7.546,-1.43794e-007
7.547,-1.45369e-007
7.548,-1.4695e-007
7.549,-1.48536e-007
7.55,-1.50127e-007
7.551,-1.51722e-007
7.552,-1.53323e-007
7.553,-1.54929e-007
7.554,-1.56539e-007
7.555,-1.58155e-007
7.556,-1.59776e-007
7.557,-1.61402e-007
7.558,-1.63033e-007
7.559,-1.64669e-007
7.56,-1.6631e-007
7.561,-1.67956e-007
7.562,-1.69608e-007
7.563,-1.71265e-007
7.564,-1.72926e-007
7.565,-1.74594e-007
7.566,-1.76266e-007
7.567,-1.77944e-007
7.568,-1.79627e-007
7.569,-1.81315e-007
7.57,-1.83009e-007
7.571,-1.84708e-007
7.572,-1.86412e-007
7.573,-1.88122e-007
7.574,-1.89837e-007
7.575,-1.91557e-007
7.576,-1.93283e-007
7.577,-1.95015e-007
7.578,-1.96752e-007
7.579,-1.98494e-007
7.58,-2.00242e-007
7.581,-2.01996e-007
7.582,-2.03755e-007
7.583,-2.0552e-007
7.584,-2.0729e-007
7.585,-2.09066e-007
7.586,-2.10848e-007
7.587,-2.12635e-007
7.588,-2.14428e-007
7.589,-2.16227e-007
7.59,-2.18032e-007
7.591,-2.19842e-007
7.592,-2.21658e-007
7.593,-2.2348e-007
7.594,-2.25308e-007
7.595,-2.27141e-007
7.596,-2.28981e-007
7.597,-2.30826e-007
7.598,-2.32678e-007
7.599,-2.34535e-007
7.6,-2.36398e-007
7.601,-2.38267e-007
7.602,-2.40143e-007
7.603,-2.42024e-007
7.604,-2.43912e-007
7.605,-2.45805e-007
7.606,-2.47705e-007
7.607,-2.49611e-007
7.608,-2.51523e-007
7.609,-2.53441e-007
7.61,-2.55365e-007
7.611,-2.57296e-007
7.612,-2.59233e-007
7.613,-2.61176e-007
7.614,-2.63126e-007
7.615,-2.65082e-007
7.616,-2.67044e-007
7.617,-2.69013e-007
7.618,-2.70988e-007
7.619,-2.7297e-007
7.62,-2.74958e-007
7.621,-2.76952e-007
7.622,-2.78954e-007
7.623,-2.80961e-007
7.624,-2.82976e-007
7.625,-2.84997e-007
7.626,-2.87024e-007
7.627,-2.89058e-007
7.628,-2.91099e-007
7.629,-2.93147e-007
7.63,-2.95202e-007
7.631,-2.97263e-007
7.632,-2.99331e-007
7.633,-3.01406e-007
7.634,-3.03488e-007
7.635,-3.05576e-007
7.636,-3.07672e-007
7.637,-3.09775e-007
7.638,-3.11884e-007
7.639,-3.14001e-007
7.64,-3.16125e-007
7.641,-3.18256e-007
7.642,-3.20393e-007
7.643,-3.22539e-007
7.644,-3.24691e-007
7.645,-3.2685e-007
7.646,-3.29017e-007
7.647,-3.31191e-007
7.648,-3.33372e-007
7.649,-3.35561e-007
7.65,-3.37757e-007
7.651,-3.3996e-007
7.652,-3.42171e-007
7.653,-3.44389e-007
7.654,-3.46615e-007
7.655,-3.48849e-007
7.656,-3.51089e-007
7.657,-3.53338e-007
7.658,-3.55594e-007
7.659,-3.57858e-007
7.66,-3.6013e-007
7.661,-3.62409e-007
7.662,-3.64696e-007
7.663,-3.66991e-007
7.664,-3.69294e-007
7.665,-3.71604e-007
7.666,-3.73923e-007
7.667,-3.76249e-007
7.668,-3.78584e-007
7.669,-3.80926e-007
7.67,-3.83277e-007
7.671,-3.85635e-007
7.672,-3.88002e-007
7.673,-3.90377e-007
7.674,-3.9276e-007
7.675,-3.95152e-007
7.676,-3.97552e-007
7.677,-3.9996e-007
7.678,-4.02376e-007
7.679,-4.04801e-007
7.68,-4.07234e-007
7.681,-4.09676e-007
7.682,-4.12127e-007
7.683,-4.14585e-007
7.684,-4.17053e-007
7.685,-4.19529e-007
7.686,-4.22014e-007
7.687,-4.24508e-007
7.688,-4.2701e-007
7.689,-4.29521e-007
7.69,-4.32041e-007
7.691,-4.3457e-007
7.692,-4.37108e-007
7.693,-4.39655e-007
7.694,-4.42211e-007
7.695,-4.44776e-007
7.696,-4.4735e-007
7.697,-4.49933e-007
7.698,-4.52525e-007
7.699,-4.55127e-007
7.7,-4.57738e-007
7.701,-4.60359e-007
7.702,-4.62988e-007
7.703,-4.65627e-007
7.704,-4.68276e-007
7.705,-4.70934e-007
7.706,-4.73602e-007
7.707,-4.76279e-007
7.708,-4.78966e-007
7.709,-4.81663e-007
7.71,-4.8437e-007
7.711,-4.87086e-007
7.712,-4.89812e-007
7.713,-4.92548e-007
7.714,-4.95294e-007
7.715,-4.9805e-007
7.716,-5.00817e-007
7.717,-5.03593e-007
7.718,-5.06379e-007
7.719,-5.09176e-007
7.72,-5.11983e-007
7.721,-5.148e-007
7.722,-5.17628e-007
7.723,-5.20466e-007
7.724,-5.23314e-007
7.725,-5.26173e-007
7.726,-5.29043e-007
7.727,-5.31923e-007
7.728,-5.34815e-007
7.729,-5.37716e-007
7.73,-5.40629e-007
7.731,-5.43552e-007
7.732,-5.46487e-007
7.733,-5.49432e-007
7.734,-5.52388e-007
7.735,-5.55356e-007
7.736,-5.58335e-007
7.737,-5.61324e-007
7.738,-5.64326e-007
7.739,-5.67338e-007
7.74,-5.70362e-007
7.741,-5.73397e-007
7.742,-5.76444e-007
7.743,-5.79503e-007
7.744,-5.82573e-007
7.745,-5.85654e-007
7.746,-5.88748e-007
7.747,-5.91853e-007
7.748,-5.94971e-007
7.749,-5.981e-007
7.75,-6.01241e-007
7.751,-6.04394e-007
7.752,-6.0756e-007
7.753,-6.10738e-007
7.754,-6.13927e-007
7.755,-6.1713e-007
7.756,-6.20345e-007
7.757,-6.23572e-007
7.758,-6.26812e-007
7.759,-6.30064e-007
7.76,-6.33329e-007
7.761,-6.36607e-007
7.762,-6.39898e-007
7.763,-6.43201e-007
7.764,-6.46518e-007
7.765,-6.49848e-007
7.766,-6.53191e-007
7.767,-6.56547e-007
7.768,-6.59916e-007
7.769,-6.63299e-007
7.77,-6.66695e-007
7.771,-6.70104e-007
7.772,-6.73527e-007
7.773,-6.76964e-007
7.774,-6.80415e-007
7.775,-6.83879e-007
7.776,-6.87357e-007
7.777,-6.9085e-007
7.778,-6.94356e-007
7.779,-6.97876e-007
7.78,-7.01411e-007
7.781,-7.0496e-007
7.782,-7.08523e-007
7.783,-7.12101e-007
7.784,-7.15693e-007
7.785,-7.193e-007
7.786,-7.22922e-007
7.787,-7.26558e-007
7.788,-7.3021e-007
7.789,-7.33876e-007
7.79,-7.37557e-007
7.791,-7.41254e-007
7.792,-7.44966e-007
7.793,-7.48693e-007
7.794,-7.52436e-007
7.795,-7.56194e-007
7.796,-7.59968e-007
7.797,-7.63757e-007
7.798,-7.67562e-007
7.799,-7.71383e-007
7.8,-7.7522e-007
7.801,-7.79074e-007
7.802,-7.82943e-007
7.803,-7.86829e-007
7.804,-7.90731e-007
7.805,-7.9465e-007
7.806,-7.98585e-007
7.807,-8.02536e-007
7.808,-8.06505e-007
7.809,-8.10491e-007
7.81,-8.14493e-007
7.811,-8.18513e-007
7.812,-8.2255e-007
7.813,-8.26604e-007
7.814,-8.30675e-007
7.815,-8.34764e-007
7.816,-8.38871e-007
7.817,-8.42996e-007
7.818,-8.47138e-007
7.819,-8.51298e-007
7.82,-8.55477e-007
7.821,-8.59673e-007
7.822,-8.63888e-007
7.823,-8.68122e-007
7.824,-8.72374e-007
7.825,-8.76644e-007
7.826,-8.80934e-007
7.827,-8.85242e-007
7.828,-8.89569e-007
7.829,-8.93916e-007
7.83,-8.98282e-007
7.831,-9.02667e-007
7.832,-9.07071e-007
7.833,-9.11496e-007
7.834,-9.1594e-007
7.835,-9.20404e-007
7.836,-9.24888e-007
7.837,-9.29392e-007
7.838,-9.33917e-007
7.839,-9.38462e-007
7.84,-9.43027e-007
7.841,-9.47613e-007
7.842,-9.5222e-007
7.843,-9.56849e-007
7.844,-9.61498e-007
7.845,-9.66168e-007
7.846,-9.7086e-007
7.847,-9.75573e-007
7.848,-9.80309e-007
7.849,-9.85066e-007
7.85,-9.89844e-007
7.851,-9.94646e-007
7.852,-9.99469e-007
7.853,-1.00431e-006
7.854,-1.00918e-006
7.855,-1.01407e-006
7.856,-1.01899e-006
7.857,-1.02393e-006
7.858,-1.02889e-006
7.859,-1.03387e-006
7.86,-1.03888e-006
7.861,-1.04391e-006
7.862,-1.04896e-006
7.863,-1.05404e-006
7.864,-1.05914e-006
7.865,-1.06427e-006
7.866,-1.06942e-006
7.867,-1.0746e-006
7.868,-1.0798e-006
7.869,-1.08503e-006
7.87,-1.09028e-006
7.871,-1.09556e-006
7.872,-1.10086e-006
7.873,-1.10619e-006
7.874,-1.11154e-006
7.875,-1.11692e-006
7.876,-1.12233e-006
7.877,-1.12776e-006
7.878,-1.13322e-006
7.879,-1.13871e-006
7.88,-1.14423e-006
7.881,-1.14977e-006
7.882,-1.15534e-006
7.883,-1.16093e-006
7.884,-1.16656e-006
7.885,-1.17221e-006
7.886,-1.17789e-006
7.887,-1.1836e-006
7.888,-1.18934e-006
7.889,-1.19511e-006
7.89,-1.2009e-006
7.891,-1.20673e-006
7.892,-1.21259e-006
7.893,-1.21847e-006
7.894,-1.22439e-006
7.895,-1.23033e-006
7.896,-1.23631e-006
7.897,-1.24231e-006
7.898,-1.24835e-006
7.899,-1.25442e-006
7.9,-1.26052e-006
7.901,-1.26665e-006
7.902,-1.27282e-006
7.903,-1.27901e-006
7.904,-1.28524e-006
7.905,-1.2915e-006
7.906,-1.2978e-006
7.907,-1.30413e-006
7.908,-1.31049e-006
7.909,-1.31688e-006
7.91,-1.32331e-006
7.911,-1.32977e-006
7.912,-1.33627e-006
7.913,-1.3428e-006
7.914,-1.34937e-006
7.915,-1.35597e-006
7.916,-1.36261e-006
7.917,-1.36928e-006
7.918,-1.37599e-006
7.919,-1.38274e-006
7.92,-1.38952e-006
7.921,-1.39634e-006
7.922,-1.4032e-006
7.923,-1.4101e-006
7.924,-1.41703e-006
7.925,-1.424e-006
7.926,-1.43101e-006
7.927,-1.43806e-006
7.928,-1.44515e-006
7.929,-1.45228e-006
7.93,-1.45944e-006
7.931,-1.46665e-006
7.932,-1.4739e-006
7.933,-1.48119e-006
7.934,-1.48852e-006
7.935,-1.49589e-006
7.936,-1.5033e-006
7.937,-1.51076e-006
7.938,-1.51826e-006
7.939,-1.5258e-006
7.94,-1.53339e-006
7.941,-1.54102e-006
7.942,-1.54869e-006
7.943,-1.55641e-006
7.944,-1.56417e-006
7.945,-1.57197e-006
7.946,-1.57983e-006
7.947,-1.58773e-006
7.948,-1.59567e-006
7.949,-1.60366e-006
7.95,-1.6117e-006
7.951,-1.61979e-006
7.952,-1.62793e-006
7.953,-1.63611e-006
7.954,-1.64434e-006
7.955,-1.65262e-006
7.956,-1.66096e-006
7.957,-1.66934e-006
7.958,-1.67777e-006
7.959,-1.68625e-006
7.96,-1.69479e-006
7.961,-1.70338e-006
7.962,-1.71202e-006
7.963,-1.72071e-006
7.964,-1.72946e-006
7.965,-1.73826e-006
7.966,-1.74711e-006
7.967,-1.75602e-006
7.968,-1.76499e-006
7.969,-1.77401e-006
7.97,-1.78309e-006
7.971,-1.79223e-006
7.972,-1.80142e-006
7.973,-1.81067e-006
7.974,-1.81998e-006
7.975,-1.82935e-006
7.976,-1.83878e-006
7.977,-1.84827e-006
7.978,-1.85782e-006
7.979,-1.86743e-006
7.98,-1.8771e-006
7.981,-1.88684e-006
7.982,-1.89664e-006
7.983,-1.9065e-006
7.984,-1.91643e-006
7.985,-1.92643e-006
7.986,-1.93649e-006
7.987,-1.94661e-006
7.988,-1.95681e-006
7.989,-1.96707e-006
7.99,-1.9774e-006
7.991,-1.9878e-006
7.992,-1.99827e-006
7.993,-2.00881e-006
7.994,-2.01942e-006
7.995,-2.0301e-006
7.996,-2.04086e-006
7.997,-2.05168e-006
7.998,-2.06259e-006
7.999,-2.07357e-006
8,-2.08462e-006
8.001,-2.09575e-006
8.002,-2.10696e-006
8.003,-2.11825e-006
8.004,-2.12961e-006
8.005,-2.14106e-006
8.006,-2.15258e-006
8.007,-2.16419e-006
8.008,-2.17588e-006
8.009,-2.18766e-006
8.01,-2.19951e-006
8.011,-2.21146e-006
8.012,-2.22348e-006
8.013,-2.2356e-006
8.014,-2.2478e-006
8.015,-2.2601e-006
8.016,-2.27248e-006
8.017,-2.28495e-006
8.018,-2.29752e-006
8.019,-2.31017e-006
8.02,-2.32292e-006
8.021,-2.33577e-006
8.022,-2.34871e-006
8.023,-2.36175e-006
8.024,-2.37489e-006
8.025,-2.38813e-006
8.026,-2.40146e-006
8.027,-2.4149e-006
8.028,-2.42844e-006
8.029,-2.44209e-006
8.03,-2.45584e-006
8.031,-2.46969e-006
8.032,-2.48366e-006
8.033,-2.49773e-006
8.034,-2.51191e-006
8.035,-2.52621e-006
8.036,-2.54061e-006
8.037,-2.55513e-006
8.038,-2.56977e-006
8.039,-2.58452e-006
8.04,-2.59939e-006
8.041,-2.61439e-006
8.042,-2.6295e-006
8.043,-2.64473e-006
8.044,-2.66009e-006
8.045,-2.67558e-006
8.046,-2.69119e-006
8.047,-2.70693e-006
8.048,-2.7228e-006
8.049,-2.7388e-006
8.05,-2.75494e-006
8.051,-2.77121e-006
8.052,-2.78762e-006
8.053,-2.80417e-006
8.054,-2.82085e-006
8.055,-2.83769e-006
8.056,-2.85466e-006
8.057,-2.87178e-006
8.058,-2.88905e-006
8.059,-2.90647e-006
8.06,-2.92404e-006
8.061,-2.94177e-006
8.062,-2.95965e-006
8.063,-2.97769e-006
8.064,-2.99589e-006
8.065,-3.01425e-006
8.066,-3.03278e-006
8.067,-3.05147e-006
8.068,-3.07034e-006
8.069,-3.08937e-006
8.07,-3.10858e-006
8.071,-3.12797e-006
8.072,-3.14753e-006
8.073,-3.16728e-006
8.074,-3.18721e-006
8.075,-3.20733e-006
8.076,-3.22763e-006
8.077,-3.24813e-006
8.078,-3.26882e-006
8.079,-3.28971e-006
8.08,-3.3108e-006
8.081,-3.3321e-006
8.082,-3.3536e-006
8.083,-3.37531e-006
8.084,-3.39723e-006
8.085,-3.41937e-006
8.086,-3.44173e-006
8.087,-3.46431e-006
8.088,-3.48711e-006
8.089,-3.51015e-006
8.09,-3.53342e-006
8.091,-3.55692e-006
8.092,-3.58067e-006
8.093,-3.60465e-006
8.094,-3.62889e-006
8.095,-3.65338e-006
8.096,-3.67812e-006
8.097,-3.70313e-006
8.098,-3.72839e-006
8.099,-3.75393e-006
8.1,-3.77974e-006
8.101,-3.80582e-006
8.102,-3.83219e-006
8.103,-3.85884e-006
8.104,-3.88579e-006
8.105,-3.91303e-006
8.106,-3.94057e-006
8.107,-3.96842e-006
8.108,-3.99658e-006
8.109,-4.02505e-006
8.11,-4.05385e-006
8.111,-4.08298e-006
8.112,-4.11244e-006
8.113,-4.14224e-006
8.114,-4.17239e-006
8.115,-4.20288e-006
8.116,-4.23374e-006
8.117,-4.26496e-006
8.118,-4.29655e-006
8.119,-4.32852e-006
8.12,-4.36087e-006
8.121,-4.39362e-006
8.122,-4.42677e-006
8.123,-4.46032e-006
8.124,-4.49429e-006
8.125,-4.52868e-006
8.126,-4.5635e-006
8.127,-4.59877e-006
8.128,-4.63448e-006
8.129,-4.67064e-006
8.13,-4.70727e-006
8.131,-4.74438e-006
8.132,-4.78197e-006
8.133,-4.82006e-006
8.134,-4.85865e-006
8.135,-4.89775e-006
8.136,-4.93738e-006
8.137,-4.97754e-006
8.138,-5.01826e-006
8.139,-5.05953e-006
8.14,-5.10137e-006
8.141,-5.14379e-006
8.142,-5.18681e-006
8.143,-5.23044e-006
8.144,-5.27469e-006
8.145,-5.31957e-006
8.146,-5.36511e-006
8.147,-5.41131e-006
8.148,-5.45818e-006
8.149,-5.50575e-006
8.15,-5.55403e-006
8.151,-5.60304e-006
8.152,-5.65279e-006
8.153,-5.7033e-006
8.154,-5.75459e-006
8.155,-5.80667e-006
8.156,-5.85957e-006
8.157,-5.91331e-006
8.158,-5.9679e-006
8.159,-6.02337e-006
8.16,-6.07974e-006
8.161,-6.13703e-006
8.162,-6.19526e-006
8.163,-6.25446e-006
8.164,-6.31466e-006
8.165,-6.37587e-006
8.166,-6.43813e-006
8.167,-6.50146e-006
8.168,-6.56589e-006
8.169,-6.63145e-006
8.17,-6.69817e-006
8.171,-6.76608e-006
8.172,-6.83521e-006
8.173,-6.90561e-006
8.174,-6.97729e-006
8.175,-7.05031e-006
8.176,-7.12469e-006
8.177,-7.20048e-006
8.178,-7.27771e-006
8.179,-7.35644e-006
8.18,-7.43669e-006
8.181,-7.51852e-006
8.182,-7.60198e-006
8.183,-7.68711e-006
8.184,-7.77397e-006
8.185,-7.8626e-006
8.186,-7.95306e-006
8.187,-8.04542e-006
8.188,-8.13972e-006
8.189,-8.23604e-006
8.19,-8.33444e-006
8.191,-8.43498e-006
8.192,-8.53773e-006
8.193,-8.64277e-006
8.194,-8.75018e-006
8.195,-8.86004e-006
8.196,-8.97242e-006
8.197,-9.08742e-006
8.198,-9.20513e-006
8.199,-9.32564e-006
8.2,-9.44906e-006
8.201,-9.57548e-006
8.202,-9.70502e-006
8.203,-9.8378e-006
8.204,-9.97392e-006
8.205,-1.01135e-005
8.206,-1.02567e-005
8.207,-1.04037e-005
8.208,-1.05546e-005
8.209,-1.07095e-005
8.21,-1.08686e-005
8.211,-1.10321e-005
8.212,-1.12001e-005
8.213,-1.13729e-005
8.214,-1.15506e-005
8.215,-1.17335e-005
8.216,-1.19217e-005
8.217,-1.21156e-005
8.218,-1.23152e-005
8.219,-1.2521e-005
8.22,-1.27331e-005
8.221,-1.29519e-005
8.222,-1.31777e-005
8.223,-1.34107e-005
8.224,-1.36514e-005
8.225,-1.39e-005
8.226,-1.4157e-005
8.227,-1.44228e-005
8.228,-1.46978e-005
8.229,-1.49825e-005
8.23,-1.52773e-005
8.231,-1.55828e-005
8.232,-1.58996e-005
8.233,-1.62282e-005
8.234,-1.65692e-005
8.235,-1.69234e-005
8.236,-1.72914e-005
8.237,-1.76741e-005
8.238,-1.80722e-005
8.239,-1.84867e-005
8.24,-1.89185e-005
8.241,-1.93687e-005
8.242,-1.98382e-005
8.243,-2.03284e-005
8.244,-2.08405e-005
8.245,-2.13759e-005
8.246,-2.19361e-005
8.247,-2.25227e-005
8.248,-2.31374e-005
8.249,-2.37821e-005
8.25,-2.44589e-005
8.251,-2.51701e-005
8.252,-2.5918e-005
8.253,-2.67053e-005
8.254,-2.7535e-005
8.255,-2.84101e-005
8.256,-2.93343e-005
8.257,-3.03111e-005
8.258,-3.1345e-005
8.259,-3.24404e-005
8.26,-3.36025e-005
8.261,-3.48368e-005
8.262,-3.61497e-005
8.263,-3.75479e-005
8.264,-3.90392e-005
8.265,-4.06322e-005
8.266,-4.23363e-005
8.267,-4.41623e-005
8.268,-4.61221e-005
8.269,-4.82294e-005
8.27,-5.04994e-005
8.271,-5.29492e-005
8.272,-5.55986e-005
8.273,-5.84698e-005
8.274,-6.15884e-005
